conflictid,location,sidea,sidea2nd,side b,sidebid,sideb2nd,incomp,terr,year,intensity,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,gwnoa,gwnoa2nd,gwnob,gwnob2nd,gwnoloc,region,version
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,1995,2,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,1996,2,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,1997,2,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,1998,2,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,1999,2,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2000,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2001,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2002,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2003,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2004,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2005,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2006,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2007,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2008,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2009,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2010,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2011,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2012,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2013,1,1,3,1983-05-01,1,1984-08-15,1,1,2013-02-26,1,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2015,1,1,3,1983-05-01,1,2015-07-30,1,0,,,640,,,,640,2,17.1
354,Turkey,Government of Turkey,,PKK,323,,1,Kurdistan,2016,2,1,3,1983-05-01,1,2015-07-30,1,1,2016-12-28,1,640,,,,640,2,17.1
355,"Burkina Faso, Mali",Government of Burkina Faso,,Government of Mali,72,,1,Agacher Strip,1985,1,0,2,1985-12-25,1,1985-12-26,2,1,1985-12-31,1,439,,432,,"432, 439",4,17.1
356,"Laos, Thailand",Government of Laos,,Government of Thailand,147,,1,Common Border,1986,1,0,2,1982-06-16,1,1986-12-31,5,0,,,812,,800,,"800, 812",3,17.1
356,"Laos, Thailand",Government of Laos,,Government of Thailand,147,,1,Common Border,1987,1,0,2,1982-06-16,1,1986-12-31,5,0,,,812,,800,,"800, 812",3,17.1
356,"Laos, Thailand",Government of Laos,,Government of Thailand,147,,1,Common Border,1988,1,0,2,1982-06-16,1,1986-12-31,5,1,1988-02-17,1,812,,800,,"800, 812",3,17.1
357,Suriname,Government of Suriname,,SLA,760,,2,,1987,1,0,3,1986-08-21,1,1987-10-12,1,1,1987-12-31,5,115,,,,115,5,17.1
358,Togo,Government of Togo,,MTD,516,,2,,1986,1,0,3,1986-09-23,2,1986-09-23,2,1,1986-09-24,1,461,,,,461,4,17.1
359,South Yemen,Government of South Yemen,,Yemenite Socialist Party - Abdul Fattah Ismail faction,324,,2,,1986,2,1,3,1986-01-13,1,1986-01-13,1,1,1986-01-20,1,680,,,,680,2,17.1
360,Burkina Faso,Government of Burkina Faso,,Popular Front,517,,2,,1987,1,0,3,1987-10-15,1,1987-10-15,1,1,1987-10-15,1,439,,,,439,4,17.1
361,"Chad, Libya",Government of Chad,,Government of Libya,111,,1,Aozou strip,1987,2,1,2,1987-08-08,1,1987-08-08,1,1,1987-09-12,1,483,,620,,"483, 620",4,17.1
362,Comoros,Government of Comoros,,Presidential guard,518,,2,,1989,1,0,3,1989-11-27,2,1989-11-29,1,1,1989-11-29,1,581,,,,581,4,17.1
363,Ethiopia,Government of Ethiopia,,ALF,519,,1,Afar,1975,1,0,3,1975-06-30,3,1975-06-30,3,0,,,530,,,,530,4,17.1
363,Ethiopia,Government of Ethiopia,,ALF,519,,1,Afar,1976,1,0,3,1975-06-30,3,1975-06-30,3,1,1976-12-31,5,530,,,,530,4,17.1
363,Ethiopia,Government of Ethiopia,,ARDUF,520,,1,Afar,1996,1,0,3,1975-06-30,3,1996-12-31,5,1,1996-12-31,5,530,,,,530,4,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1990,1,0,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1991,1,0,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1992,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1993,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1994,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1995,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1996,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1997,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1998,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,1999,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2000,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2001,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2002,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2003,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2004,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2005,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2006,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2007,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2008,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2009,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2010,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2011,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2012,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2013,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2014,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2015,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,17.1
364,India,Government of India,,Kashmir insurgents,325,,1,Kashmir,2016,1,1,3,1984-02-06,1,1990-02-12,1,1,2016-12-17,1,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1990,1,0,3,1983-12-31,5,1990-11-30,2,1,1990-11-30,2,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1994,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1995,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1996,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1997,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1998,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,1999,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2000,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2001,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2002,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2003,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2004,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2005,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2006,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2007,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2008,1,1,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2009,1,1,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,17.1
365,India,Government of India,,ULFA,326,,1,Assam,2010,1,1,3,1983-12-31,5,1994-12-31,5,1,2010-10-16,1,750,,,,750,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,1990,1,0,3,1989-05-02,3,1990-06-06,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,1991,1,0,3,1989-05-02,3,1990-06-06,1,1,1991-12-28,1,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,1999,1,0,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,2000,1,0,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,2001,1,0,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,2002,1,1,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,2003,1,1,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,2004,1,1,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,17.1
366,Indonesia,Government of Indonesia,,GAM,327,,1,Aceh,2005,1,1,3,1989-05-02,3,1999-06-01,1,1,2005-10-12,1,850,,,,850,3,17.1
367,Panama,Government of Panama,,Military faction (forces of Moisés Giroldi) ,761,,2,,1989,1,0,3,1989-10-03,1,1989-10-03,1,1,1989-10-03,1,95,,,,95,5,17.1
368,"Panama, United States of America",Government of Panama,,Government of United States of America,3,,2,,1989,1,0,2,1989-12-16,1,1989-12-23,2,1,1989-12-23,2,95,,2,,"2, 95",5,17.1
369,Papua New Guinea,Government of Papua New Guinea,,BRA,328,,1,Bougainville,1990,1,0,3,1989-04-06,1,1990-02-07,1,1,1990-10-01,1,910,,,,910,3,17.1
369,Papua New Guinea,Government of Papua New Guinea,,BRA,328,,1,Bougainville,1992,1,0,3,1989-04-06,1,1992-08-02,1,0,,,910,,,,910,3,17.1
369,Papua New Guinea,Government of Papua New Guinea,,BRA,328,,1,Bougainville,1993,1,0,3,1989-04-06,1,1992-08-02,1,0,,,910,,,,910,3,17.1
369,Papua New Guinea,Government of Papua New Guinea,,BRA,328,,1,Bougainville,1994,1,0,3,1989-04-06,1,1992-08-02,1,0,,,910,,,,910,3,17.1
369,Papua New Guinea,Government of Papua New Guinea,,BRA,328,,1,Bougainville,1995,1,0,3,1989-04-06,1,1992-08-02,1,0,,,910,,,,910,3,17.1
369,Papua New Guinea,Government of Papua New Guinea,,BRA,328,,1,Bougainville,1996,1,0,3,1989-04-06,1,1992-08-02,1,1,1996-11-28,1,910,,,,910,3,17.1
370,Rumania,Government of Rumania,,"Military faction (forces of Nicolae Ceausescu), NSF","6137, 329",,2,,1989,1,0,3,1989-12-17,2,1989-12-22,2,1,1989-12-29,1,360,,,,360,1,17.1
371,"Iraq, Kuwait",Government of Iraq,,Government of Kuwait,125,,1,Kuwait,1990,2,1,2,1990-08-02,1,1990-08-02,1,0,,,645,,690,,"645, 690",2,17.1
371,"Iraq, Kuwait",Government of Iraq,,Government of Kuwait,125,"Government of Argentina, Government of Australia, Government of Bahrain, Government of Bangladesh, Government of Belgium, Government of Canada, Government of Czechoslovakia, Government of Denmark, Government of Egypt, Government of France, Government of Greece, Government of Honduras, Government of Italy, Government of Morocco, Government of Netherlands, Government of Niger, Government of Norway, Government of Oman, Government of Pakistan, Government of Portugal, Government of Qatar, Government of Saudi Arabia, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Syria, Government of Turkey, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",1,Kuwait,1991,2,1,2,1990-08-02,1,1990-08-02,1,1,1991-03-01,1,645,,690,"160, 900, 692, 771, 211, 20, 315, 390, 651, 220, 350, 91, 325, 600, 210, 436, 385, 698, 770, 235, 694, 670, 433, 451, 230, 652, 640, 696, 200, 2","645, 690",2,17.1
372,Mali,Government of Mali,,MPA,521,,1,Azawad,1990,1,0,3,1990-06-28,1,1990-07-21,2,1,1990-09-04,2,432,,,,432,4,17.1
372,Mali,Government of Mali,,FIAA,522,,1,Azawad,1994,1,0,3,1990-06-28,1,1994-10-04,1,1,1994-12-18,1,432,,,,432,4,17.1
372,Mali,Government of Mali,,ATNMC,523,,1,Azawad,2007,1,0,3,1990-06-28,1,2007-08-31,1,0,,,432,,,,432,4,17.1
372,Mali,Government of Mali,,ATNMC,523,,1,Azawad,2008,1,0,3,1990-06-28,1,2007-08-31,1,0,,,432,,,,432,4,17.1
372,Mali,Government of Mali,,ATNMC,523,,1,Azawad,2009,1,0,3,1990-06-28,1,2007-08-31,1,1,2009-01-22,1,432,,,,432,4,17.1
372,Mali,Government of Mali,,CMA,1158,,1,Azawad,2012,1,0,3,1990-06-28,1,2012-01-24,1,1,2012-03-31,1,432,,,,432,4,17.1
372,Mali,Government of Mali,,CMA,1158,,1,Azawad,2014,1,0,3,1990-06-28,1,2014-05-17,1,0,,,432,,,,432,4,17.1
372,Mali,Government of Mali,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Rumania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)",CMA,1158,,1,Azawad,2015,1,0,4,1990-06-28,1,2014-05-17,1,1,2015-05-18,1,432,"371, 305, 771, 211, 434, 760, 346, 439, 516, 811, 471, 483, 710, 316, 390, 522, 490, 651, 92, 366, 375, 220, 420, 260, 452, 438, 404, 850, 325, 437, 663, 501, 367, 450, 580, 435, 790, 210, 436, 475, 385, 235, 360, 517, 433, 451, 380, 225, 461, 616, 640, 200, 2, 678",,,432,4,17.1
373,Niger,Government of Niger,,CRA,525,,1,Air and Azawad,1994,1,0,3,1994-01-19,1,1994-05-16,1,1,1994-09-26,1,436,,,,436,4,17.1
374,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FPR,527,,2,,1990,2,1,4,1990-10-01,1,1990-10-03,1,0,,,517,490,,,517,4,17.1
374,Rwanda,Government of Rwanda,,FPR,527,,2,,1991,1,1,3,1990-10-01,1,1990-10-03,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,FPR,527,,2,,1992,1,1,3,1990-10-01,1,1990-10-03,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,FPR,527,,2,,1993,1,1,3,1990-10-01,1,1990-10-03,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,FPR,527,,2,,1994,2,1,3,1990-10-01,1,1990-10-03,1,1,1994-07-04,1,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,ALiR,1128,,2,,1996,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,ALiR,1128,,2,,1997,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,ALiR,1128,,2,,1998,2,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,ALiR,1128,,2,,1999,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,ALiR,1128,,2,,2000,1,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,FDLR,528,,2,,2001,2,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,,FDLR,528,,2,,2002,1,1,3,1990-10-01,1,1996-07-12,1,1,2002-03-01,1,517,,,,517,4,17.1
374,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,528,,2,,2009,2,1,4,1990-10-01,1,2009-02-16,1,0,,,517,490,,,517,4,17.1
374,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,528,,2,,2010,1,1,4,1990-10-01,1,2009-02-16,1,0,,,517,490,,,517,4,17.1
374,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,528,,2,,2011,1,1,4,1990-10-01,1,2009-02-16,1,0,,,517,490,,,517,4,17.1
374,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,528,,2,,2012,1,1,4,1990-10-01,1,2009-02-16,1,1,2012-12-02,1,517,490,,,517,4,17.1
374,Rwanda,Government of Rwanda,Government of DR Congo (Zaire),FDLR,528,,2,,2016,1,1,4,1990-10-01,1,2016-04-21,1,1,2016-11-15,5,517,490,,,517,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,1990,1,0,3,1988-12-31,3,1990-08-31,2,1,1990-12-31,5,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,1992,1,0,3,1988-12-31,3,1992-09-01,1,0,,,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,1993,1,0,3,1988-12-31,3,1992-09-01,1,1,1993-11-16,1,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,1995,1,0,3,1988-12-31,3,1995-04-27,1,1,1995-12-01,5,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,1997,1,0,3,1988-12-31,3,1997-03-18,1,0,,,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,1998,1,1,3,1988-12-31,3,1997-03-18,1,1,1998-11-02,1,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,2000,1,1,3,1988-12-31,3,2000-04-11,1,0,,,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,2001,1,1,3,1988-12-31,3,2000-04-11,1,1,2001-12-07,1,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,2003,1,1,3,1988-12-31,3,2003-01-20,3,1,2003-10-11,1,433,,,,433,4,17.1
375,Senegal,Government of Senegal,,MFDC,529,,1,Casamance,2011,1,1,3,1988-12-31,3,2011-12-20,1,1,2011-12-30,3,433,,,,433,4,17.1
376,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,330,,1,Nagorno-Karabakh,1990,1,0,3,1990-01-19,3,1990-08-31,3,0,,,365,,,,365,1,17.1
376,Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,330,,1,Nagorno-Karabakh,1991,1,0,3,1990-01-19,3,1990-08-31,3,1,1991-12-21,5,365,,,,365,1,17.1
377,Russia (Soviet Union),Government of Russia (Soviet Union),,APF,331,,1,Azerbaijan,1990,1,0,3,1990-01-20,2,1990-01-23,1,1,1990-01-27,1,365,,,,365,1,17.1
378,Trinidad and Tobago,Government of Trinidad and Tobago,,Jamaat al-Muslimeen,762,,2,,1990,1,0,3,1990-07-27,1,1990-08-02,2,1,1990-08-02,2,52,,,,52,5,17.1
379,Djibouti,Government of Djibouti,,FRUD,530,,2,,1991,1,0,3,1991-11-12,1,1991-11-13,2,0,,,522,,,,522,4,17.1
379,Djibouti,Government of Djibouti,,FRUD,530,,2,,1992,1,0,3,1991-11-12,1,1991-11-13,2,0,,,522,,,,522,4,17.1
379,Djibouti,Government of Djibouti,,FRUD,530,,2,,1993,1,0,3,1991-11-12,1,1991-11-13,2,0,,,522,,,,522,4,17.1
379,Djibouti,Government of Djibouti,,FRUD,530,,2,,1994,1,0,3,1991-11-12,1,1991-11-13,2,1,1994-03-04,2,522,,,,522,4,17.1
379,Djibouti,Government of Djibouti,,FRUD - AD,531,,2,,1999,1,0,3,1991-11-12,1,1999-07-24,1,1,1999-08-31,3,522,,,,522,4,17.1
380,Georgia,Government of Georgia,,National Guard and Mkhedrioni,332,,2,,1991,1,0,3,1991-12-22,1,1991-12-28,2,0,,,372,,,,372,1,17.1
380,Georgia,Government of Georgia,,Zviadists,333,,2,,1992,1,0,3,1991-12-22,1,1991-12-28,2,0,,,372,,,,372,1,17.1
380,Georgia,Government of Georgia,,Zviadists,333,,2,,1993,1,0,3,1991-12-22,1,1991-12-28,2,1,1993-11-16,1,372,,,,372,1,17.1
381,Haiti,Government of Haiti,,Military faction (forces of Himmler Rebu and Guy Francois) ,763,,2,,1989,1,0,3,1989-04-03,1,1989-04-08,2,1,1989-04-08,2,41,,,,41,5,17.1
381,Haiti,Government of Haiti,,Military faction (forces of Raol Cédras) ,764,,2,,1991,1,0,3,1989-04-03,1,1991-10-02,2,1,1991-10-02,2,41,,,,41,5,17.1
381,Haiti,Government of Haiti,,"FLRN, OP Lavalas (Chimères) ","765, 766",,2,,2004,1,0,3,1989-04-03,1,2004-02-08,1,1,2004-11-19,1,41,,,,41,5,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1991,1,0,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1992,1,0,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1993,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1994,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1995,2,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1996,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,,451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","533, 534, 532","Government of Guinea, Government of Nigeria",2,,1997,1,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,"438, 475",451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","533, 534, 532","Government of Guinea, Government of Nigeria",2,,1998,2,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"438, 475",,"438, 475",451,4,17.1
382,Sierra Leone,Government of Sierra Leone,"Government of Ghana, Government of Guinea, Government of Mali, Government of Nigeria","AFRC, RUF","533, 532",,2,,1999,2,1,4,1991-03-23,1,1991-04-01,1,0,,,451,"452, 438, 432, 475",,,451,4,17.1
